Supplier_ID,Order_Date,Delivery_Date,Lead_Time,Order_Quantity,Received_Quantity,Order_Status,Payment_Status,Order_Completion_Date,Ingredient_Name
110,12/3/2023,12/28/2023,25,75,75,Delivered,Paid,12/28/2023,Tomatoes
104,10/1/2023,10/13/2023,12,80,80,Delivered,Paid,10/13/2023,Dairy
101,12/30/2023,12/31/2023,1,72,72,Delivered,Paid,12/31/2023,Dairy
109,11/23/2023,12/19/2023,26,56,56,Delivered,Paid,12/19/2023,Dairy
106,1/24/2023,2/21/2023,28,96,96,Delivered,Paid,2/21/2023,Palm Oil
102,2/17/2023,3/4/2023,15,99,99,Delivered,Paid,3/4/2023,Proteins
107,2/26/2023,3/15/2023,17,75,75,Delivered,Paid,3/15/2023,Tomatoes
109,2/8/2023,2/12/2023,4,81,81,Delivered,Paid,2/12/2023,Dairy
104,10/8/2023,10/30/2023,22,47,47,Delivered,Paid,10/30/2023,Fruits
105,4/27/2023,5/16/2023,19,93,93,Delivered,Paid,5/16/2023,Dairy
105,3/11/2023,3/17/2023,6,48,48,Delivered,Paid,3/17/2023,Proteins
109,7/28/2023,8/23/2023,26,46,46,Delivered,Paid,8/23/2023,Dairy
103,10/27/2023,11/18/2023,22,91,91,Delivered,Paid,11/18/2023,Tomatoes
107,9/3/2023,9/24/2023,21,47,47,Delivered,Paid,9/24/2023,Proteins
108,11/2/2023,11/10/2023,8,72,72,Delivered,Paid,11/10/2023,Proteins
109,6/9/2023,6/19/2023,10,90,90,Delivered,Paid,6/19/2023,Fruits
109,1/19/2023,2/5/2023,17,72,72,Delivered,Paid,2/5/2023,Palm Oil
102,8/2/2023,8/23/2023,21,58,58,Delivered,Paid,8/23/2023,Palm Oil
107,4/11/2023,4/24/2023,13,27,27,Delivered,Paid,4/24/2023,Dairy
109,11/5/2023,11/21/2023,16,67,67,Delivered,Paid,11/21/2023,Proteins
103,7/27/2023,8/16/2023,20,3,3,Delivered,Paid,8/16/2023,Proteins
108,5/8/2023,5/27/2023,19,74,74,Delivered,Paid,5/27/2023,Palm Oil
107,2/12/2023,3/1/2023,17,13,13,Delivered,Paid,3/1/2023,Proteins
105,9/16/2023,9/22/2023,6,19,19,Delivered,Paid,9/22/2023,Tomatoes
110,2/3/2023,2/25/2023,22,34,34,Delivered,Paid,2/25/2023,Palm Oil
101,5/16/2023,6/13/2023,28,63,63,Delivered,Paid,6/13/2023,Tomatoes
108,7/1/2023,7/3/2023,2,14,14,Delivered,Paid,7/3/2023,Fruits
108,11/11/2023,11/22/2023,11,30,30,Delivered,Paid,11/22/2023,Proteins
109,2/2/2023,2/26/2023,24,80,80,Delivered,Paid,2/26/2023,Palm Oil
102,2/15/2023,3/9/2023,22,24,24,Delivered,Paid,3/9/2023,Palm Oil
106,8/25/2023,9/19/2023,25,21,0,Cancelled,Cancelled,Cancelled ,Proteins
105,11/10/2023,11/25/2023,15,84,0,Cancelled,Cancelled,Cancelled ,Palm Oil
103,6/13/2023,7/10/2023,27,71,71,Delivered,Paid,7/10/2023,Proteins
109,3/12/2023,4/4/2023,23,81,81,Delivered,Paid,4/4/2023,Proteins
104,5/19/2023,5/24/2023,5,86,86,Delivered,Paid,5/24/2023,Fruits
110,6/12/2023,6/28/2023,16,93,93,Delivered,Paid,6/28/2023,Proteins
104,6/11/2023,6/28/2023,17,65,65,Delivered,Paid,6/28/2023,Proteins
110,6/10/2023,6/15/2023,5,80,80,Delivered,Paid,6/15/2023,Palm Oil
108,11/8/2023,12/8/2023,30,51,51,Delivered,Paid,12/8/2023,Proteins
105,5/2/2023,5/10/2023,8,39,39,Delivered,Paid,5/10/2023,Fruits
103,10/16/2023,11/8/2023,23,69,69,Delivered,Paid,11/8/2023,Fruits
107,4/21/2023,4/25/2023,4,90,90,Delivered,Paid,4/25/2023,Proteins
104,7/20/2023,8/15/2023,26,60,60,Delivered,Paid,8/15/2023,Proteins
102,1/28/2023,2/14/2023,17,85,85,Delivered,Paid,2/14/2023,Proteins
103,10/21/2023,10/24/2023,3,25,25,Delivered,Paid,10/24/2023,Proteins
105,2/25/2023,3/2/2023,5,94,94,Delivered,Paid,3/2/2023,Proteins
110,12/3/2023,12/23/2023,20,34,34,Delivered,Paid,12/23/2023,Dairy
102,4/17/2023,4/30/2023,13,23,23,Delivered,Paid,4/30/2023,Proteins
104,11/8/2023,11/24/2023,16,65,65,Delivered,Paid,11/24/2023,Vegetables
106,11/5/2023,11/8/2023,3,97,97,Delivered,Paid,11/8/2023,Proteins
101,8/24/2023,9/10/2023,17,26,26,Delivered,Paid,9/10/2023,Vegetables
101,8/2/2023,8/5/2023,3,7,7,Delivered,Paid,8/5/2023,Palm Oil
107,8/27/2023,9/13/2023,17,20,20,Delivered,Paid,9/13/2023,Dairy
110,7/22/2023,8/16/2023,25,22,22,Delivered,Paid,8/16/2023,Dairy
107,2/9/2023,2/15/2023,6,88,88,Delivered,Paid,2/15/2023,Fruits
105,12/26/2023,1/14/2024,19,84,84,Delivered,Paid,1/14/2024,Fruits
105,12/23/2023,12/24/2023,1,37,37,Delivered,Paid,12/24/2023,Proteins
108,10/10/2023,10/28/2023,18,84,84,Delivered,Paid,10/28/2023,Proteins
105,5/3/2023,5/20/2023,17,45,45,Delivered,Paid,5/20/2023,Fruits
106,5/12/2023,6/6/2023,25,55,55,Delivered,Paid,6/6/2023,Tomatoes
108,4/25/2023,5/17/2023,22,23,23,Delivered,Paid,5/17/2023,Palm Oil
108,10/1/2023,10/20/2023,19,11,11,Delivered,Paid,10/20/2023,Dairy
102,2/24/2023,3/13/2023,17,86,86,Delivered,Paid,3/13/2023,Proteins
101,6/11/2023,7/9/2023,28,69,69,Delivered,Paid,7/9/2023,Tomatoes
109,10/21/2023,11/7/2023,17,37,37,Delivered,Paid,11/7/2023,Vegetables
103,7/2/2023,7/7/2023,5,84,0,Cancelled,Cancelled,Cancelled ,Fruits
107,3/7/2023,3/17/2023,10,10,10,Delivered,Paid,3/17/2023,Proteins
109,7/9/2023,7/19/2023,10,45,45,Delivered,Paid,7/19/2023,Dairy
104,11/2/2023,11/10/2023,8,25,25,Delivered,Paid,11/10/2023,Dairy
107,2/26/2023,3/2/2023,4,75,75,Delivered,Paid,3/2/2023,Vegetables
110,2/25/2023,3/5/2023,8,34,34,Delivered,Paid,3/5/2023,Tomatoes
105,1/6/2023,1/25/2023,19,56,56,Delivered,Paid,1/25/2023,Fruits
106,4/16/2023,4/22/2023,6,23,0,Cancelled,Cancelled,Cancelled ,Vegetables
104,8/31/2023,9/25/2023,25,81,81,Delivered,Paid,9/25/2023,Vegetables
110,9/15/2023,9/20/2023,5,46,46,Delivered,Paid,9/20/2023,Palm Oil
106,10/15/2023,10/31/2023,16,55,55,Delivered,Paid,10/31/2023,Dairy
105,12/5/2023,12/22/2023,17,23,23,Delivered,Paid,12/22/2023,Fruits
106,3/23/2023,4/3/2023,11,60,60,Delivered,Paid,4/3/2023,Palm Oil
103,11/25/2023,12/25/2023,30,82,82,Delivered,Paid,12/25/2023,Palm Oil
108,9/20/2023,9/30/2023,10,44,44,Delivered,Paid,9/30/2023,Palm Oil
109,10/6/2023,10/18/2023,12,11,11,Delivered,Paid,10/18/2023,Tomatoes
102,3/1/2023,3/26/2023,25,57,57,Delivered,Paid,3/26/2023,Palm Oil
107,3/22/2023,4/9/2023,18,69,69,Delivered,Paid,4/9/2023,Fruits
103,10/25/2023,11/10/2023,16,36,36,Delivered,Paid,11/10/2023,Dairy
104,9/30/2023,10/21/2023,21,24,24,Delivered,Paid,10/21/2023,Fruits
108,12/9/2023,12/14/2023,5,47,47,Delivered,Paid,12/14/2023,Palm Oil
108,12/29/2023,1/27/2024,29,97,97,Delivered,Paid,1/27/2024,Palm Oil
107,11/28/2023,12/13/2023,15,8,8,Delivered,Paid,12/13/2023,Vegetables
109,11/8/2023,11/15/2023,7,2,2,Delivered,Paid,11/15/2023,Proteins
105,4/3/2023,4/20/2023,17,19,0,Cancelled,Cancelled,Cancelled ,Proteins
108,11/28/2023,12/25/2023,27,31,31,Delivered,Paid,12/25/2023,Dairy
108,7/4/2023,7/8/2023,4,91,91,Delivered,Paid,7/8/2023,Proteins
101,5/14/2023,6/12/2023,29,35,35,Delivered,Paid,6/12/2023,Dairy
103,1/12/2023,2/11/2023,30,49,49,Delivered,Paid,2/11/2023,Proteins
105,6/25/2023,7/19/2023,24,78,78,Delivered,Paid,7/19/2023,Vegetables
106,12/6/2023,12/19/2023,13,56,56,Delivered,Paid,12/19/2023,Fruits
102,1/8/2023,2/4/2023,27,19,19,Delivered,Paid,2/4/2023,Palm Oil
101,10/30/2023,11/26/2023,27,31,31,Delivered,Paid,11/26/2023,Dairy
106,5/13/2023,5/19/2023,6,4,4,Delivered,Paid,5/19/2023,Proteins
109,4/12/2023,4/17/2023,5,1,1,Delivered,Paid,4/17/2023,Dairy
103,12/19/2023,1/5/2024,17,36,36,Delivered,Paid,1/5/2024,Palm Oil
107,9/5/2023,9/14/2023,9,7,7,Delivered,Paid,9/14/2023,Proteins
109,3/30/2023,4/19/2023,20,40,40,Delivered,Paid,4/19/2023,Fruits
110,6/18/2023,6/21/2023,3,51,51,Delivered,Paid,6/21/2023,Palm Oil
108,1/24/2023,1/25/2023,1,60,60,Delivered,Paid,1/25/2023,Proteins
108,10/12/2023,10/27/2023,15,39,39,Delivered,Paid,10/27/2023,Proteins
108,3/22/2023,4/7/2023,16,86,86,Delivered,Paid,4/7/2023,Vegetables
108,7/3/2023,7/21/2023,18,77,77,Delivered,Paid,7/21/2023,Dairy
101,11/6/2023,11/16/2023,10,62,62,Delivered,Paid,11/16/2023,Fruits
101,10/25/2023,11/7/2023,13,81,0,Cancelled,Cancelled,Cancelled ,Fruits
107,5/28/2023,6/10/2023,13,41,41,Delivered,Paid,6/10/2023,Vegetables
103,9/11/2023,10/1/2023,20,65,65,Delivered,Paid,10/1/2023,Tomatoes
106,4/7/2023,4/20/2023,13,42,42,Delivered,Paid,4/20/2023,Dairy
106,5/21/2023,6/19/2023,29,96,96,Delivered,Paid,6/19/2023,Fruits
105,2/15/2023,3/4/2023,17,39,39,Delivered,Paid,3/4/2023,Tomatoes
104,5/24/2023,5/28/2023,4,24,24,Delivered,Paid,5/28/2023,Dairy
107,3/13/2023,4/12/2023,30,59,59,Delivered,Paid,4/12/2023,Dairy
108,2/6/2023,2/26/2023,20,15,15,Delivered,Paid,2/26/2023,Palm Oil
104,6/6/2023,6/28/2023,22,31,31,Delivered,Paid,6/28/2023,Proteins
102,9/2/2023,9/13/2023,11,14,14,Delivered,Paid,9/13/2023,Fruits
101,10/4/2023,10/27/2023,23,47,47,Delivered,Paid,10/27/2023,Palm Oil
104,1/28/2023,2/1/2023,4,91,91,Delivered,Paid,2/1/2023,Proteins
101,6/19/2023,7/8/2023,19,62,62,Delivered,Paid,7/8/2023,Palm Oil
108,1/14/2023,1/31/2023,17,77,77,Delivered,Paid,1/31/2023,Vegetables
108,2/24/2023,3/11/2023,15,34,34,Delivered,Paid,3/11/2023,Dairy
107,10/27/2023,11/23/2023,27,76,76,Delivered,Paid,11/23/2023,Dairy
102,11/1/2023,11/6/2023,5,32,32,Delivered,Paid,11/6/2023,Vegetables
105,10/6/2023,10/7/2023,1,4,4,Delivered,Paid,10/7/2023,Dairy
108,7/7/2023,7/21/2023,14,51,51,Delivered,Paid,7/21/2023,Fruits
110,8/22/2023,9/12/2023,21,35,35,Delivered,Paid,9/12/2023,Proteins
105,4/27/2023,5/6/2023,9,21,21,Delivered,Paid,5/6/2023,Proteins
108,4/23/2023,5/22/2023,29,14,14,Delivered,Paid,5/22/2023,Dairy
102,3/2/2023,3/14/2023,12,99,99,Delivered,Paid,3/14/2023,Proteins
110,7/20/2023,8/6/2023,17,6,6,Delivered,Paid,8/6/2023,Vegetables
104,2/10/2023,3/4/2023,22,83,83,Delivered,Paid,3/4/2023,Dairy
103,7/4/2023,7/19/2023,15,57,57,Delivered,Paid,7/19/2023,Proteins
102,3/24/2023,4/2/2023,9,76,76,Delivered,Paid,4/2/2023,Palm Oil
103,11/4/2023,11/16/2023,12,98,98,Delivered,Paid,11/16/2023,Vegetables
109,9/12/2023,9/30/2023,18,58,58,Delivered,Paid,9/30/2023,Fruits
110,7/12/2023,8/6/2023,25,45,45,Delivered,Paid,8/6/2023,Proteins
110,5/4/2023,5/5/2023,1,8,8,Delivered,Paid,5/5/2023,Proteins
105,1/26/2023,2/6/2023,11,8,8,Delivered,Paid,2/6/2023,Dairy
104,1/6/2023,1/11/2023,5,32,32,Delivered,Paid,1/11/2023,Proteins
105,3/16/2023,3/17/2023,1,78,78,Delivered,Paid,3/17/2023,Palm Oil
103,8/31/2023,9/24/2023,24,16,16,Delivered,Paid,9/24/2023,Tomatoes
102,8/6/2023,9/5/2023,30,44,44,Delivered,Paid,9/5/2023,Tomatoes
103,10/16/2023,11/14/2023,29,37,37,Delivered,Paid,11/14/2023,Proteins
107,2/7/2023,2/16/2023,9,83,83,Delivered,Paid,2/16/2023,Palm Oil
106,9/20/2023,9/25/2023,5,78,78,Delivered,Paid,9/25/2023,Palm Oil
108,10/18/2023,11/5/2023,18,75,75,Delivered,Paid,11/5/2023,Palm Oil
105,8/22/2023,9/12/2023,21,34,34,Delivered,Paid,9/12/2023,Dairy
109,10/27/2023,11/11/2023,15,97,97,Delivered,Paid,11/11/2023,Palm Oil
103,2/4/2023,2/10/2023,6,97,97,Delivered,Paid,2/10/2023,Proteins
108,9/3/2023,9/6/2023,3,74,0,Cancelled,Cancelled,Cancelled ,Proteins
110,4/22/2023,4/26/2023,4,91,91,Delivered,Paid,4/26/2023,Proteins
102,9/28/2023,9/29/2023,1,55,55,Delivered,Paid,9/29/2023,Dairy
104,2/25/2023,3/2/2023,5,52,52,Delivered,Paid,3/2/2023,Fruits
101,4/5/2023,4/12/2023,7,6,6,Delivered,Paid,4/12/2023,Proteins
108,5/24/2023,5/29/2023,5,23,23,Delivered,Paid,5/29/2023,Proteins
107,4/1/2023,4/17/2023,16,11,0,Cancelled,Cancelled,Cancelled ,Fruits
101,11/20/2023,12/16/2023,26,27,27,Delivered,Paid,12/16/2023,Proteins
104,6/11/2023,6/23/2023,12,13,13,Delivered,Paid,6/23/2023,Fruits
101,11/20/2023,12/11/2023,21,76,76,Delivered,Paid,12/11/2023,Dairy
105,8/24/2023,8/25/2023,1,48,48,Delivered,Paid,8/25/2023,Vegetables
108,2/2/2023,2/18/2023,16,82,0,Cancelled,Cancelled,Cancelled ,Dairy
102,1/15/2023,1/30/2023,15,50,50,Delivered,Paid,1/30/2023,Vegetables
104,12/26/2023,1/12/2024,17,96,96,Delivered,Paid,1/12/2024,Vegetables
103,4/5/2023,4/15/2023,10,35,35,Delivered,Paid,4/15/2023,Dairy
106,10/19/2023,10/30/2023,11,35,0,Cancelled,Cancelled,Cancelled ,Palm Oil
102,8/7/2023,8/15/2023,8,24,24,Delivered,Paid,8/15/2023,Proteins
104,3/31/2023,4/16/2023,16,7,7,Delivered,Paid,4/16/2023,Palm Oil
102,10/29/2023,11/6/2023,8,8,8,Delivered,Paid,11/6/2023,Vegetables
106,9/21/2023,9/23/2023,2,11,11,Delivered,Paid,9/23/2023,Proteins
109,12/10/2023,12/31/2023,21,23,23,Delivered,Paid,12/31/2023,Proteins
102,1/19/2023,2/1/2023,13,15,15,Delivered,Paid,2/1/2023,Proteins
103,2/4/2023,2/23/2023,19,53,53,Delivered,Paid,2/23/2023,Proteins
105,6/3/2023,6/8/2023,5,42,42,Delivered,Paid,6/8/2023,Fruits
103,10/30/2023,11/23/2023,24,65,65,Delivered,Paid,11/23/2023,Vegetables
108,12/22/2023,12/31/2023,9,24,24,Delivered,Paid,12/31/2023,Proteins
105,10/1/2023,10/17/2023,16,13,0,Cancelled,Cancelled,Cancelled ,Fruits
109,3/7/2023,3/31/2023,24,25,25,Delivered,Paid,3/31/2023,Palm Oil
101,1/16/2023,2/9/2023,24,42,42,Delivered,Paid,2/9/2023,Proteins
102,1/12/2023,1/27/2023,15,13,13,Delivered,Paid,1/27/2023,Fruits
105,10/3/2023,10/17/2023,14,56,56,Delivered,Paid,10/17/2023,Dairy
109,1/31/2023,3/2/2023,30,71,71,Delivered,Paid,3/2/2023,Tomatoes
107,11/5/2023,11/23/2023,18,98,98,Delivered,Paid,11/23/2023,Proteins
108,7/14/2023,8/2/2023,19,50,50,Delivered,Paid,8/2/2023,Proteins
105,2/9/2023,2/17/2023,8,35,35,Delivered,Paid,2/17/2023,Proteins
101,9/16/2023,10/1/2023,15,58,58,Delivered,Paid,10/1/2023,Palm Oil
110,6/16/2023,7/13/2023,27,69,69,Delivered,Paid,7/13/2023,Proteins
103,10/27/2023,10/31/2023,4,58,58,Delivered,Paid,10/31/2023,Dairy
109,6/28/2023,7/3/2023,5,21,21,Delivered,Paid,7/3/2023,Tomatoes
106,2/10/2023,2/14/2023,4,72,72,Delivered,Paid,2/14/2023,Fruits
105,1/30/2023,2/22/2023,23,96,96,Delivered,Paid,2/22/2023,Fruits
106,12/26/2023,1/19/2024,24,80,80,Delivered,Paid,1/19/2024,Proteins
102,11/20/2023,11/21/2023,1,11,11,Delivered,Paid,11/21/2023,Proteins
102,3/7/2023,3/15/2023,8,98,98,Delivered,Paid,3/15/2023,Vegetables
107,3/2/2023,3/31/2023,29,7,7,Delivered,Paid,3/31/2023,Proteins
105,6/12/2023,6/28/2023,16,1,1,Delivered,Paid,6/28/2023,Fruits
107,3/31/2023,4/25/2023,25,75,75,Delivered,Paid,4/25/2023,Tomatoes
110,10/22/2023,11/2/2023,11,42,42,Delivered,Paid,11/2/2023,Dairy
102,3/19/2023,4/16/2023,28,84,84,Delivered,Paid,4/16/2023,Proteins
105,1/23/2023,2/3/2023,11,66,66,Delivered,Paid,2/3/2023,Palm Oil
108,8/14/2023,8/30/2023,16,36,36,Delivered,Paid,8/30/2023,Tomatoes
110,2/12/2023,2/23/2023,11,73,73,Delivered,Paid,2/23/2023,Fruits
108,5/4/2023,5/13/2023,9,28,28,Delivered,Paid,5/13/2023,Vegetables
101,5/8/2023,5/10/2023,2,100,100,Delivered,Paid,5/10/2023,Palm Oil
103,5/2/2023,5/24/2023,22,44,44,Delivered,Paid,5/24/2023,Tomatoes
102,10/4/2023,10/12/2023,8,10,10,Delivered,Paid,10/12/2023,Proteins
102,5/21/2023,5/27/2023,6,27,27,Delivered,Paid,5/27/2023,Palm Oil
103,5/25/2023,5/27/2023,2,91,91,Delivered,Paid,5/27/2023,Tomatoes
103,6/8/2023,7/6/2023,28,5,5,Delivered,Paid,7/6/2023,Fruits
102,3/14/2023,4/8/2023,25,56,56,Delivered,Paid,4/8/2023,Tomatoes
102,9/14/2023,9/19/2023,5,51,51,Delivered,Paid,9/19/2023,Fruits
101,9/17/2023,10/2/2023,15,41,41,Delivered,Paid,10/2/2023,Proteins
105,8/1/2023,8/29/2023,28,46,46,Delivered,Paid,8/29/2023,Vegetables
105,11/22/2023,11/27/2023,5,8,8,Delivered,Paid,11/27/2023,Tomatoes
103,1/5/2023,2/3/2023,29,7,7,Delivered,Paid,2/3/2023,Proteins
102,2/11/2023,3/12/2023,29,84,84,Delivered,Paid,3/12/2023,Tomatoes
109,6/6/2023,6/24/2023,18,15,15,Delivered,Paid,6/24/2023,Dairy
102,3/12/2023,3/27/2023,15,56,56,Delivered,Paid,3/27/2023,Tomatoes
103,8/7/2023,8/23/2023,16,40,40,Delivered,Paid,8/23/2023,Fruits
105,1/15/2023,2/2/2023,18,95,95,Delivered,Paid,2/2/2023,Vegetables
103,1/15/2023,1/17/2023,2,15,15,Delivered,Paid,1/17/2023,Tomatoes
108,2/23/2023,3/19/2023,24,68,68,Delivered,Paid,3/19/2023,Proteins
107,8/26/2023,9/4/2023,9,90,0,Cancelled,Cancelled,Cancelled ,Proteins
107,12/15/2023,1/6/2024,22,82,82,Delivered,Paid,1/6/2024,Dairy
101,11/9/2023,11/20/2023,11,96,96,Delivered,Paid,11/20/2023,Dairy
104,11/12/2023,12/1/2023,19,36,36,Delivered,Paid,12/1/2023,Dairy
106,6/2/2023,6/27/2023,25,8,8,Delivered,Paid,6/27/2023,Dairy
105,3/30/2023,4/27/2023,28,8,8,Delivered,Paid,4/27/2023,Proteins
104,10/6/2023,10/21/2023,15,32,32,Delivered,Paid,10/21/2023,Palm Oil
106,10/17/2023,11/8/2023,22,97,97,Delivered,Paid,11/8/2023,Vegetables
104,11/23/2023,12/8/2023,15,37,37,Delivered,Paid,12/8/2023,Dairy
103,2/27/2023,3/26/2023,27,71,71,Delivered,Paid,3/26/2023,Palm Oil
106,11/20/2023,11/24/2023,4,69,69,Delivered,Paid,11/24/2023,Fruits
109,1/17/2023,2/10/2023,24,9,9,Delivered,Paid,2/10/2023,Dairy
110,9/6/2023,9/16/2023,10,22,22,Delivered,Paid,9/16/2023,Proteins
106,11/1/2023,11/8/2023,7,57,57,Delivered,Paid,11/8/2023,Proteins
107,5/18/2023,6/7/2023,20,50,50,Delivered,Paid,6/7/2023,Proteins
109,11/29/2023,12/6/2023,7,42,42,Delivered,Paid,12/6/2023,Dairy
102,7/15/2023,8/13/2023,29,93,93,Delivered,Paid,8/13/2023,Dairy
108,4/19/2023,5/15/2023,26,64,64,Delivered,Paid,5/15/2023,Proteins
108,7/14/2023,8/2/2023,19,53,53,Delivered,Paid,8/2/2023,Proteins
102,12/24/2023,1/13/2024,20,30,30,Delivered,Paid,1/13/2024,Proteins
101,6/6/2023,6/20/2023,14,100,100,Delivered,Paid,6/20/2023,Dairy
101,3/12/2023,3/17/2023,5,90,90,Delivered,Paid,3/17/2023,Palm Oil
101,2/25/2023,3/8/2023,11,90,90,Delivered,Paid,3/8/2023,Dairy
108,4/14/2023,5/10/2023,26,55,55,Delivered,Paid,5/10/2023,Proteins
105,4/26/2023,5/3/2023,7,65,65,Delivered,Paid,5/3/2023,Proteins
106,6/26/2023,7/24/2023,28,31,31,Delivered,Paid,7/24/2023,Dairy
107,2/5/2023,2/25/2023,20,55,55,Delivered,Paid,2/25/2023,Proteins
110,12/15/2023,12/18/2023,3,13,13,Delivered,Paid,12/18/2023,Palm Oil
108,4/15/2023,5/2/2023,17,54,54,Delivered,Paid,5/2/2023,Dairy
108,2/25/2023,3/5/2023,8,82,82,Delivered,Paid,3/5/2023,Dairy
103,8/1/2023,8/18/2023,17,41,41,Delivered,Paid,8/18/2023,Proteins
107,6/13/2023,7/10/2023,27,18,18,Delivered,Paid,7/10/2023,Palm Oil
105,2/26/2023,3/1/2023,3,9,9,Delivered,Paid,3/1/2023,Palm Oil
104,8/20/2023,8/24/2023,4,84,84,Delivered,Paid,8/24/2023,Vegetables
107,10/30/2023,11/10/2023,11,58,58,Delivered,Paid,11/10/2023,Vegetables
102,6/15/2023,7/1/2023,16,30,30,Delivered,Paid,7/1/2023,Dairy
103,1/27/2023,2/12/2023,16,68,68,Delivered,Paid,2/12/2023,Proteins
106,3/19/2023,4/3/2023,15,89,89,Delivered,Paid,4/3/2023,Fruits
108,5/13/2023,5/31/2023,18,30,30,Delivered,Paid,5/31/2023,Fruits
107,3/7/2023,4/2/2023,26,100,100,Delivered,Paid,4/2/2023,Dairy
109,2/24/2023,2/27/2023,3,54,0,Cancelled,Cancelled,Cancelled ,Proteins
107,2/17/2023,2/20/2023,3,67,67,Delivered,Paid,2/20/2023,Proteins
107,10/9/2023,11/1/2023,23,61,61,Delivered,Paid,11/1/2023,Proteins
103,2/2/2023,2/20/2023,18,90,0,Cancelled,Cancelled,Cancelled ,Palm Oil
103,1/19/2023,2/5/2023,17,65,65,Delivered,Paid,2/5/2023,Vegetables
105,8/19/2023,8/26/2023,7,11,11,Delivered,Paid,8/26/2023,Palm Oil
109,12/4/2023,12/16/2023,12,41,41,Delivered,Paid,12/16/2023,Dairy
103,2/28/2023,3/26/2023,26,53,53,Delivered,Paid,3/26/2023,Proteins
107,4/23/2023,4/27/2023,4,58,58,Delivered,Paid,4/27/2023,Proteins
101,5/26/2023,6/16/2023,21,65,65,Delivered,Paid,6/16/2023,Vegetables
107,3/5/2023,3/22/2023,17,35,35,Delivered,Paid,3/22/2023,Dairy
106,8/25/2023,9/8/2023,14,81,81,Delivered,Paid,9/8/2023,Vegetables
109,3/31/2023,4/3/2023,3,53,53,Delivered,Paid,4/3/2023,Proteins
105,2/8/2023,3/2/2023,22,67,67,Delivered,Paid,3/2/2023,Dairy
101,10/18/2023,11/14/2023,27,58,58,Delivered,Paid,11/14/2023,Palm Oil
106,4/7/2023,4/27/2023,20,70,70,Delivered,Paid,4/27/2023,Dairy
101,5/30/2023,6/1/2023,2,60,60,Delivered,Paid,6/1/2023,Proteins
103,1/10/2023,2/8/2023,29,41,41,Delivered,Paid,2/8/2023,Palm Oil
110,9/28/2023,10/5/2023,7,17,17,Delivered,Paid,10/5/2023,Palm Oil
105,4/5/2023,4/10/2023,5,57,57,Delivered,Paid,4/10/2023,Proteins
103,2/27/2023,3/13/2023,14,9,0,Cancelled,Cancelled,Cancelled ,Proteins
106,6/1/2023,6/17/2023,16,83,83,Delivered,Paid,6/17/2023,Palm Oil
108,9/30/2023,10/21/2023,21,1,1,Delivered,Paid,10/21/2023,Palm Oil
106,4/27/2023,5/2/2023,5,98,98,Delivered,Paid,5/2/2023,Palm Oil
104,11/15/2023,11/25/2023,10,38,38,Delivered,Paid,11/25/2023,Proteins
106,8/29/2023,9/1/2023,3,6,6,Delivered,Paid,9/1/2023,Palm Oil
110,4/11/2023,5/8/2023,27,30,30,Delivered,Paid,5/8/2023,Vegetables
102,6/29/2023,7/17/2023,18,29,29,Delivered,Paid,7/17/2023,Vegetables
102,10/4/2023,11/1/2023,28,43,43,Delivered,Paid,11/1/2023,Tomatoes
106,11/20/2023,11/21/2023,1,37,37,Delivered,Paid,11/21/2023,Palm Oil
108,6/24/2023,6/27/2023,3,33,33,Delivered,Paid,6/27/2023,Palm Oil
101,4/5/2023,4/29/2023,24,7,7,Delivered,Paid,4/29/2023,Fruits
110,4/17/2023,5/13/2023,26,83,83,Delivered,Paid,5/13/2023,Palm Oil
102,12/18/2023,12/29/2023,11,72,72,Delivered,Paid,12/29/2023,Dairy
103,12/2/2023,12/14/2023,12,66,66,Delivered,Paid,12/14/2023,Proteins
106,3/26/2023,4/7/2023,12,29,29,Delivered,Paid,4/7/2023,Proteins
103,6/23/2023,6/30/2023,7,30,30,Delivered,Paid,6/30/2023,Dairy
104,8/23/2023,9/14/2023,22,34,34,Delivered,Paid,9/14/2023,Fruits
101,11/11/2023,11/16/2023,5,72,72,Delivered,Paid,11/16/2023,Palm Oil
104,12/20/2023,1/8/2024,19,33,33,Delivered,Paid,1/8/2024,Fruits
105,6/6/2023,7/5/2023,29,56,56,Delivered,Paid,7/5/2023,Palm Oil
105,12/7/2023,12/18/2023,11,6,6,Delivered,Paid,12/18/2023,Palm Oil
107,2/16/2023,3/11/2023,23,73,73,Delivered,Paid,3/11/2023,Proteins
103,11/26/2023,11/29/2023,3,19,19,Delivered,Paid,11/29/2023,Dairy
102,8/29/2023,9/3/2023,5,54,54,Delivered,Paid,9/3/2023,Dairy
107,4/19/2023,5/19/2023,30,51,51,Delivered,Paid,5/19/2023,Proteins
107,9/15/2023,10/2/2023,17,69,69,Delivered,Paid,10/2/2023,Proteins
107,7/16/2023,7/20/2023,4,77,77,Delivered,Paid,7/20/2023,Proteins
110,1/19/2023,2/15/2023,27,59,59,Delivered,Paid,2/15/2023,Fruits
108,2/5/2023,3/4/2023,27,96,96,Delivered,Paid,3/4/2023,Palm Oil
105,6/28/2023,7/14/2023,16,56,0,Cancelled,Cancelled,Cancelled ,Tomatoes
108,11/4/2023,11/29/2023,25,40,40,Delivered,Paid,11/29/2023,Tomatoes
